,ap_syndicated,collect_date,feeds,guid,language,media_id,media_name,media_url,processed_stories_id,publish_date,stories_id,story_tags,title,url,word_count,metadata
0,False,2020-08-04 14:13:00.217193,,https://www.amny.com/?p=137510533,en,75212,downtownexpress.com,http://www.downtownexpress.com/#spider,2090865147,2020-08-04 14:10:37,1676523055,[],Queens-based doctor set to replace Oxiris Barbot as new Department of Health commissioner,https://www.amny.com/coronavirus/queens-based-doctor-set-to-replace-oxiris-barbot-as-new-department-of-health-commissioner/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
1,False,2020-04-23 11:03:15.897015,,32240843,en,72521,NBC 5,https://www.mynbc5.com,1997212705,2020-04-23 10:51:00,1586901126,[],'We're getting flat out hammered right now:' UPS employees on working during the pandemic,https://www.mynbc5.com/article/we-re-getting-flat-out-hammered-right-now-ups-employees-on-working-during-the-pandemic/32240843,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
2,False,2020-04-16 14:23:46.543939,,https://newyork.cbslocal.com/?p=1660810,en,18957,newyork.cbslocal.com,http://newyork.cbslocal.com,1990242239,2020-04-16 13:48:23,1580280495,[],"Coronavirus Update: Enjoy A Virtual Visit To The Bronx Zoo, New York Aquarium",https://newyork.cbslocal.com/2020/04/16/coronavirus-update-enjoy-a-virtual-visit-to-the-bronx-zoo-new-york-aquarium/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
3,False,2020-03-17 22:56:22.977676,,https://www.catholicnews.com/services/englishnews/2020/care-for-retired-religious-takes-special-emphasis-amid-pandemic.cfm,en,389323,evangelist.org,http://evangelist.org/,1958817038,2020-03-17 16:50:00,1551358306,[],Care for retired religious takes special emphasis amid pandemic,https://www.catholicnews.com/services/englishnews/2020/care-for-retired-religious-takes-special-emphasis-amid-pandemic.cfm,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
4,False,2020-05-25 15:44:37.212573,,https://www.monroecopost.com/zz/news/20200525/as-one-nation-we-mourn-trump-marks-memorial-day-during-coronavirus-pandemic,en,247875,greecepost.com,http://greecepost.com/,2027559519,2020-05-25 14:17:08,1616357617,[],"'As one nation, we mourn.' Trump marks Memorial Day during coronavirus pandemic",https://www.monroecopost.com/zz/news/20200525/as-one-nation-we-mourn-trump-marks-memorial-day-during-coronavirus-pandemic?rssfeed=true,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
5,False,2020-03-09 20:36:25.617646,,https://nypost.com/2020/03/09/9-11-responders-and-survivors-at-risk-for-contracting-coronavirus-officials-warn/,en,7,New York Post,http://www.nypost.com/,1985491780,2020-03-09 20:22:32,1543355347,[],"9/11 responders and survivors at risk for contracting coronavirus, officials warn",https://nypost.com/2020/03/09/9-11-responders-and-survivors-at-risk-for-contracting-coronavirus-officials-warn/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
6,False,2020-03-12 19:39:16.121394,,https://www.poughkeepsiejournal.com/story/news/2020/03/12/coronavirus-map-updates-new-york-cases-ny-us-and-world/5036067002/,en,28246,"The Poughkeepsie Journal | Poughkeepsie news, community, entertainment, yellow pages and classifieds. Serving Poughkeepsie, New ",http://www.poughkeepsiejournal.com/,1953869215,2020-03-12 17:44:25,1546644924,[],Where is coronavirus? Interactive map shows cases in New York and beyond,http://rssfeeds.poughkeepsiejournal.com/~/619749604/0/poughkeepsie/news~Where-is-coronavirus-Interactive-map-shows-cases-in-New-York-and-beyond/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
7,False,2020-08-08 08:09:54.757086,,452222,en,33623,Forward,http://forward.com#spider,2090601252,2020-08-07 11:43:00,1677142160,[],"As the corona crisis continues, our kids could use some Tchaikovsky",https://forward.com/culture/452222/as-the-corona-crisis-continues-our-kids-could-use-some-tchaikovsky/?utm_source=rss&utm_medium=feed&utm_campaign=Main,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
8,False,2020-03-28 20:09:29.507977,,http://nypost.com/?post_type=article&p=15390085,en,7,New York Post,http://www.nypost.com/,1984904233,2020-03-28 19:49:32,1561890232,[],Coronavirus in NY: Aqueduct meet over as facility will be temporary hospital,https://nypost.com/2020/03/28/coronavirus-in-ny-aqueduct-meet-over-as-facility-will-be-temporary-hospital/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
9,False,2020-05-26 10:49:37.392732,,https://pagesix.com/2020/05/26/rhobh-star-garcelle-beauvais-eldest-son-sam-marries-during-pandemic/,en,7,New York Post,http://www.nypost.com/,2028280506,2020-05-26 10:27:20,1617057475,[],‘RHOBH’ star Garcelle Beauvais’ son Sam gets married,https://pagesix.com/2020/05/26/rhobh-star-garcelle-beauvais-eldest-son-sam-marries-during-pandemic/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
10,False,2020-08-29 13:20:31.729648,,https://nypost.com/?post_type=article&p=16212869,en,7,New York Post,http://www.nypost.com/,2109690844,2020-08-29 13:20:17,1696486005,[],Chris Drury bows out of star-studded Panthers GM search,https://nypost.com/2020/08/29/slap-shots-rangers-chris-drury-bows-out-of-panthers-gm-search/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
11,False,2020-03-22 13:55:33.532776,,http://nypost.com/?post_type=article&p=15349370,en,7,New York Post,http://www.nypost.com/,1985595357,2020-03-22 13:49:46,1555728611,[],Cuomo gives city 24 hours to address crowding in parks amid coronavirus,https://nypost.com/2020/03/22/cuomo-gives-city-24-hours-to-address-crowding-in-parks-amid-coronavirus/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
12,False,2020-04-22 18:29:50.849871,,http://www.nydailynews.com/coronavirus/ny-coronavirus-cuomo-offers-advice-to-shutdown-protesters-job-20200422-3sbv26zfg5a4dm7i3rw6swhd6q-story.html,en,8,Daily News,http://www.nydailynews.com/,1996520722,2020-04-22 18:16:48,1586179999,[],'You want to go to work? Go take a job as an essential worker’: Cuomo pushes back on coronavirus protesters,http://www.nydailynews.com/coronavirus/ny-coronavirus-cuomo-offers-advice-to-shutdown-protesters-job-20200422-3sbv26zfg5a4dm7i3rw6swhd6q-story.html,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
13,False,2020-04-12 10:01:54.630609,,104014 as https://www.waer.org,en,213700,waer.org,http://waer.org/,1985706085,2020-04-12 07:00:00,1576246141,[],What Coronavirus Exposes About America's Political Divide,https://www.waer.org/post/what-coronavirus-exposes-about-americas-political-divide,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
14,False,2020-06-19 13:33:18.101661,,229402 as https://www.wamc.org,en,89023,wamc.org,http://wamc.org/#spider,2051566086,2020-06-19 10:50:00,1639564187,[],Congressional Corner With Tim Vercellotti,https://www.wamc.org/post/congressional-corner-tim-vercellotti-106,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
15,False,2020-05-26 13:46:01.040052,,https://www.cnn.com/2020/05/26/us/georgia-coronavirus/index.html,en,662326,NNY Now,http://www.nnynow.com/,2028436471,2020-05-26 13:17:27,1617207167,[],"A month after reopening, Georgia coronavirus cases continue slow and steady",http://rss.cnn.com/~r/rss/cnn_topstories/~3/fQBxUySiuZU/index.html,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
16,False,2020-04-14 15:19:22.746527,,1.43864101,en,13,Newsday,http://www.newsday.com/,1988116451,2020-04-14 15:01:41,1578151495,[],"See how much stimulus money Long Island, other colleges received",https://www.newsday.com/opinion/columnists/lane-filler/lane-filler-colleges-stimulus-package-coronavirus-covid-19-money-stony-brook-hofstra-touro-1.43864101,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
17,False,2020-06-30 20:10:15.228679,,https://www.bizjournals.com/sanantonio/news/2020/06/30/whataburger-confirms-more-layoffs.html?ana=RSS&s=article_search,en,28184,Albany Business News - The Business Review,http://www.bizjournals.com/albany/,2061426782,2020-06-30 15:53:29,1649296941,[],Whataburger confirms more layoffs in San Antonio corporate office,http://feeds.bizjournals.com/~r/industry_17/~3/MRWe1WJ_k-I/whataburger-confirms-more-layoffs.html,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
18,False,2020-03-20 14:28:34.385547,,https://www.iol.co.za/dailynews/opinion/letter-do-the-proper-things-in-this-time-of-coronavirus-crisis-45264969,en,269292,Daily News New York,http://www.iol.co.za/dailynews,1961530611,2020-03-20 14:00:00,1554277122,[],LETTER: Do the proper things in this time of coronavirus crisis,https://www.iol.co.za/dailynews/opinion/letter-do-the-proper-things-in-this-time-of-coronavirus-crisis-45264969,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
19,False,2020-05-26 21:14:45.497366,,http://www.fltimes.com/tncms/asset/editorial/8121d023-e59d-5ed7-9a21-dc519d3bf7ea,en,28216,Finger Lakes Times: Finger Lakes Times,http://www.fltimes.com/,2028706123,2020-05-26 19:42:00,1617487440,[],District apologizes for 'inappropriate' question about slavery in S.C. students' homework,https://www.fltimes.com/news/nation/district-apologizes-for-inappropriate-question-about-slavery-in-s-c-students-homework/article_8121d023-e59d-5ed7-9a21-dc519d3bf7ea.html,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
20,False,2020-04-15 19:54:20.723921,,https://newyork.cbslocal.com/?p=1660631,en,18957,newyork.cbslocal.com,http://newyork.cbslocal.com,1989354959,2020-04-15 18:45:27,1579302649,[],Max Minute: What Are The Best Social Distancing Practices?,https://newyork.cbslocal.com/2020/04/15/coronavirus-best-social-distancing-practices/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
21,False,2020-08-08 11:41:52.706475,,https://gothamist.com/news/coronavirus-updates-august-8-2020,en,5810,Gothamist,http://gothamist.com/,2090941075,2020-08-08 11:23:46,1677548690,[],"Coronavirus Updates: Dr. Fauci Really Wants People To ""Stay Away From Bars""",https://gothamist.com/news/coronavirus-updates-august-8-2020,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
22,False,2020-03-30 21:12:48.282887,,https://buffalonews.com/2020/03/24/quarantined-with-family-of-9-teacher-says-find-a-way-to-like-the-people-you-love/,en,57,The Buffalo News ,http://www.buffalonews.com/,1971202892,2020-03-24 10:00:35,1563633579,[],"How one Covid-19 patient, a mother of 7, is dealing with prolonged isolation",https://buffalonews.com/2020/03/24/quarantined-with-family-of-9-teacher-says-find-a-way-to-like-the-people-you-love/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
23,False,2020-03-31 20:11:25.601961,,http://shelterislandreporter.timesreview.com/?p=51775,en,510886,shelterislandreporter.timesreview.com,http://shelterislandreporter.timesreview.com/,1972376323,2020-03-31 16:14:41,1564797586,[],Town striving to stay ahead of the pandemic; informational meeting updates residents on efforts,http://shelterislandreporter.timesreview.com/2020/03/31/town-striving-to-stay-ahead-of-the-pandemic-informational-meeting-updates-residents-on-efforts/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
