,ap_syndicated,collect_date,feeds,guid,language,media_id,media_name,media_url,processed_stories_id,publish_date,stories_id,story_tags,title,url,word_count,metadata
0,False,2020-04-25 02:06:10.552995,,https://www.5280.com/?p=170625,en,207664,5280.com,http://5280.com/,1998722367,2020-04-24 16:05:16,1588453424,[],National Jewish’s COVID-19 Antibody Testing Starts Today. Here’s What You Need to Know,https://www.5280.com/2020/04/national-jewishs-covid-19-antibody-testing-starts-today-heres-what-you-need-to-know/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
1,False,2020-03-24 06:35:24.439060,,https://www.bizjournals.com/boston/news/2020/03/24/these-four-sectors-are-desperately-hiring-during.html?ana=RSS&s=article_search,en,659602,Denver Business Journal,http://www.bizjournals.com/denver/,1964704129,2020-03-24 05:54:34,1557306942,[],These four sectors are desperately hiring during the coronavirus pandemic,http://feeds.bizjournals.com/~r/industry_17/~3/IzLAOkqQFqo/these-four-sectors-are-desperately-hiring-during.html,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
2,False,2020-03-17 22:26:37.555648,,https://www.fowlertribune.com/zz/news/20200317/dollar-general-cuts-store-hours-dedicates-hour-to-senior-shoppers-during-coronavirus-pandemic,en,659631,Fowler Tribune,http://www.fowlertribune.com/,1958799984,2020-03-17 03:29:03,1551341802,[],"Dollar General cuts store hours, dedicates hour to senior shoppers during coronavirus pandemic",https://www.fowlertribune.com/zz/news/20200317/dollar-general-cuts-store-hours-dedicates-hour-to-senior-shoppers-during-coronavirus-pandemic?rssfeed=true,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
3,False,2020-05-15 03:21:04.190017,,https://www.dailycamera.com/2020/03/20/boulder-county-distillers-answer-call-to-produce-sanitizer-amid-coronavirus-spread/amp/,en,19752,dailycamera.com,http://www.dailycamera.com,2018057995,2020-03-21 01:04:50,1607243627,[],Boulder County distillers answer call to produce sanitizer amid coronavirus spread,https://www.dailycamera.com/2020/03/20/boulder-county-distillers-answer-call-to-produce-sanitizer-amid-coronavirus-spread/amp/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
4,False,2020-06-24 05:07:39.558172,,https://www.fortmorgantimes.com?p=200754&preview_id=200754,en,354464,fortmorgantimes.com,http://fortmorgantimes.com/,2055310366,2020-06-23 18:45:08,1643362374,[],Coronavirus hospitalizations continue slow decline in Colorado,https://www.fortmorgantimes.com/2020/06/23/coronavirus-covid-colorado-new-cases-deaths-june-23/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
5,False,2021-04-05 01:15:23.014699,,https://sentinelcolorado.com/?p=479189,en,659573,Aurora Magazine,http://www.aurorasentinel.com/aurora-magazine/,2304826784,2021-04-04 23:53:07,1897297660,[],Stanford holds off Arizona 54-53 to win women’s NCAA title,https://sentinelcolorado.com/sports/college/stanford-holds-off-arizona-54-53-to-win-womens-ncaa-title/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
6,False,2020-08-11 16:22:37.470553,,https://denver.cbslocal.com/?p=1879656,en,25937,denver.cbslocal.com,http://denver.cbslocal.com,2094154042,2020-08-11 12:44:53,1680644456,[],Sen. Michael Bennet Wants USDA To Investigate Coronavirus Spread At JBS Plant,https://denver.cbslocal.com/2020/08/11/coronavirus-michael-bennet-usda-jbs-plant-greeley/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
7,False,2020-06-23 17:30:17.836564,,https://kdvr.com/?p=1094859,en,26437,kdvr.com,http://kdvr.com,2054913571,2020-06-23 17:19:30,1642962567,[],Denver Nuggets center Nikola Jokic tested positive for COVID-19 in Serbia,https://kdvr.com/news/denver-nuggets-center-nikola-jokic-tested-positive-for-covid-19-in-serbia/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
8,False,2020-04-24 17:01:26.866436,,https://www.cpr.org/?p=430237,en,129582,cpr.org,http://cpr.org/,1998475558,2020-04-24 16:38:40,1588200838,[],Coronavirus Has Erased 1 in 10 Jobs In Colorado. What Does That Really Mean For The Unemployed?,https://www.cpr.org/2020/04/24/coronavirus-has-erased-1-in-10-jobs-in-colorado-what-does-that-really-mean-for-the-unemployed/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
9,False,2021-08-22 04:34:12.528161,,urn:publicid:ourcoloradonews.com:380963,en,659679,Parker Chronicle,http://parkerchronicle.net/,2427086750,2021-08-21 10:54:00,2023702593,[],Colorado's biggest hospitals made money during pandemic,"http://ourcoloradonews.com/stories/colorados-biggest-hospitals-made-money-during-pandemic,380963",,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
