,ap_syndicated,collect_date,feeds,guid,language,media_id,media_name,media_url,processed_stories_id,publish_date,stories_id,story_tags,title,url,word_count,metadata
0,False,2020-03-24 20:29:18.059851,,https://www.pe.com?p=2157352&preview_id=2157352,en,63,The Press-Enterprise ,http://www.pe.com/,1965397728,2020-03-24 20:09:48,1558008759,[],"Take coronavirus ‘as seriously as possible,’ recovering Big Bear Lake mayor says",https://www.pe.com/2020/03/24/take-coronavirus-as-seriously-as-possible-recovering-big-bear-lake-mayor-says/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
1,False,2020-07-31 06:06:56.284426,,https://kesq.com/sports/national-sports/2020/07/31/formula-one-driver-sergio-perez-tests-positive-for-covid-19-and-will-miss-british-grand-prix/,en,30826,kesq.com,http://www.kesq.com#spider,2086926311,2020-07-31 05:49:57,1673262051,[],Formula One driver Sergio Perez tests positive for Covid-19 and will miss British Grand Prix,https://kesq.com/sports/national-sports/2020/07/31/formula-one-driver-sergio-perez-tests-positive-for-covid-19-and-will-miss-british-grand-prix/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
2,False,2020-04-24 21:32:27.095481,,https://www.nbcbayarea.com/news/coronavirus/san-francisco-streets-to-limit-car-traffic-to-allow-room-for-social-distancing/2278977/,en,25618,nbcbayarea.com,http://www.nbcbayarea.com,1998610286,2020-04-24 21:31:03,1588341060,[],San Francisco Streets to Limit Car Traffic to Allow Room for Social Distancing,https://www.nbcbayarea.com/news/coronavirus/san-francisco-streets-to-limit-car-traffic-to-allow-room-for-social-distancing/2278977/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
3,True,2020-05-06 19:03:04.384497,,dallas-salon-owner-jailed-defying-113808543.html,en,28036,"News | Sonora / Tuolumne News, Sports, & Weather, Angels Camp, Twain Harte, Jamestown | Union Democrat",http://www.uniondemocrat.com/,2009704403,2020-05-06 07:38:08,1599030975,[],Dallas salon owner jailed for defying virus shutdown order,https://news.yahoo.com/dallas-salon-owner-jailed-defying-113808543.html,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
4,False,2020-07-01 20:15:13.749015,,https://fox40.com/?p=544686,en,26550,fox40.com,http://www.fox40.com,2062427889,2020-07-01 19:26:04,1650311198,[],Timeline of events during California’s coronavirus outbreak,https://fox40.com/news/california-connection/timeline-of-events-during-californias-coronavirus-outbreak/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
5,False,2020-02-28 04:51:05.670669,,https://www.bizjournals.com/orlando/news/2020/02/28/local-theme-parks-monitor-threat-of-coronavirus.html?ana=RSS&s=article_search,en,28002,San Francisco Business News - San Francisco Business Times,http://www.bizjournals.com/sanfrancisco/,1940080451,2020-02-28 04:00:00,1533629237,[],Local theme parks monitor threat of coronavirus outbreak,http://feeds.bizjournals.com/~r/industry_12/~3/V5TIMzy_wW0/local-theme-parks-monitor-threat-of-coronavirus.html,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
6,False,2020-04-29 14:19:58.952892,,https://www.nbcbayarea.com/entertainment/entertainment-news/charmed-star-holly-marie-combs-slams-trump-after-grandfather-dies-from-coronavirus/2281401/,en,25618,nbcbayarea.com,http://www.nbcbayarea.com,2002997350,2020-04-29 13:45:04,1592563866,[],‘Charmed’ Star Holly Marie Combs Slams Trump After Grandfather Dies From Coronavirus,https://www.nbcbayarea.com/entertainment/entertainment-news/charmed-star-holly-marie-combs-slams-trump-after-grandfather-dies-from-coronavirus/2281401/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
7,False,2020-07-09 12:22:49.923813,,https://www.ocregister.com?p=7661654&preview_id=7661654,en,25,Orange County Register,http://www.ocregister.com/,2069652244,2020-07-09 12:13:28,1657381862,[],"Funk band War to play outdoors at Pala Casino, Spa; here’s how to get tickets",https://www.ocregister.com/2020/07/09/funk-band-war-to-play-outdoors-at-pala-casino-spa-heres-how-to-get-tickets/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
8,True,2020-03-15 14:42:03.250764,,https://www.mercurynews.com?p=6988746&preview_id=6988746,en,659494,Cambrian Resident,http://www.mercurynews.com/cambrian/,1957383011,2020-03-15 14:34:21,1548969014,[],"Virus restrictions tighten, disrupting daily life, worship",https://www.mercurynews.com/2020/03/15/virus-restrictions-tighten-disrupting-daily-life-worship/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
9,False,2020-03-24 14:27:43.422712,,https://www.eastbaytimes.com?p=6996345&preview_id=6996345,en,27968,Tri-Valley Times - ContraCostaTimes.com,http://www.contracostatimes.com/tri-valley-times,1965146600,2020-03-24 14:12:44,1557752813,[],Coronavirus: Liberty University reopens for business,https://www.eastbaytimes.com/2020/03/24/coronavirus-liberty-university-reopens-for-business/,,"{'date_guess_method': None, 'extractor_version': None, 'geocoder_version': None, 'nyt_themes_version': None}"
